name,tier,miniLvl,grouping,disambiguation,category,baseItem,baseInfluences,dimensions,retired,owned,altOwned,relic,updated,poedbUrl,poewikilink,foundBy,foundDateUTC,score,doubleCorrupted,enchanted,quality,grading,location,doubleInfluenced,sixLinked,whiteSocketCount
"Tabula Rasa",3,3,T3,,"Body Armour","Simple Robe",scaleIndex,2x3,,1,,,,https://poedb.tw/us/Tabula_Rasa,https://www.poewiki.net/wiki/Tabula_Rasa,,,,,,,N/A,N/A,,,
"Tainted Pact",3,42,T3,,Amulet,"Coral Amulet",,1x1,,1,,,,https://poedb.tw/us/Tainted_Pact,https://www.poewiki.net/wiki/Tainted_Pact,,,,,,,N/A,N/A,,,
"Tanu Ahi",4,49,T4,,Gloves,"Wyrmscale Gauntlets",,2x2,,1,,,,https://poedb.tw/us/Tanu_Ahi,https://www.poewiki.net/wiki/Tanu_Ahi,,,,,,,N/A,N/A,,,
Taproot,5,60,T5,,Dagger,Ambusher,,1x3,,1,,,,https://poedb.tw/us/Taproot,https://www.poewiki.net/wiki/Taproot,,,,,,,N/A,N/A,,,
"Taryn's Shiver",3,64,T3,,Staff,"Maelstrom Staff",,2x4,,1,,,,https://poedb.tw/us/Taryns_Shiver,https://www.poewiki.net/wiki/Taryn%27s_Shiver,,,,,,,N/A,N/A,,,
"Tasalio's Sign",4,20,T4,,Ring,"Sapphire Ring",,1x1,,1,,,,https://poedb.tw/us/Tasalios_Sign,https://www.poewiki.net/wiki/Tasalio%27s_Sign,,,,,,,N/A,N/A,,,
"Taste of Hate",2,50,T2,,Flask,"Sapphire Flask",,1x2,,1,,,,https://poedb.tw/us/Taste_of_Hate,https://www.poewiki.net/wiki/Taste_of_Hate,,,,,,,N/A,N/A,,,
Tavukai,3,55,T3,,Amulet,"Coral Amulet",,1x1,,1,,,,https://poedb.tw/us/Tavukai,https://www.poewiki.net/wiki/Tavukai,,,,,,,N/A,N/A,,,
"Tawhanuku's Timing",5,44,T5,,Ring,"Moonstone Ring",,1x1,,1,,,,https://poedb.tw/us/Tawhanukus_Timing,https://www.poewiki.net/wiki/Tawhanuku%27s_Timing,,,,,,,N/A,N/A,,,
"Tear of Purity",5,7,T5,,Amulet,"Lapis Amulet",,1x1,,1,,,,https://poedb.tw/us/Tear_of_Purity,https://www.poewiki.net/wiki/Tear_of_Purity,,,,,,,N/A,N/A,,,
"Tecrod's Gaze",3,80,League,,Jewel,"Murderous Eye Jewel",,1x1,,1,,,,https://poedb.tw/us/Tecrods_Gaze,https://www.poewiki.net/wiki/Tecrod%27s_Gaze,,,,,,,N/A,N/A,,,
"Tempered Flesh",4,20,League,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Tempered_Flesh,https://www.poewiki.net/wiki/Tempered_Flesh,,,,,,,N/A,N/A,,,
"Tempered Mind",4,20,League,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Tempered_Mind,https://www.poewiki.net/wiki/Tempered_Mind,,,,,,,N/A,N/A,,,
"Tempered Spirit",4,20,League,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Tempered_Spirit,https://www.poewiki.net/wiki/Tempered_Spirit,,,,,,,N/A,N/A,,,
"Temptation Step",3,55,League,,Boots,"Shagreen Boots",,2x2,,1,,,,https://poedb.tw/us/Temptation_Step,https://www.poewiki.net/wiki/Temptation_Step,,,,,,,N/A,N/A,,,
"Terminus Est",5,51,T5,,Sword,"Tiger Sword",,2x4,,1,,,,https://poedb.tw/us/Terminus_Est,https://www.poewiki.net/wiki/Terminus_Est,,,,,,,N/A,N/A,,,
"The Admiral",2,62,League,,"Body Armour","Varnished Coat",,2x3,,1,,,,https://poedb.tw/us/The_Admiral,https://www.poewiki.net/wiki/The_Admiral,,,,,,,N/A,N/A,,,
"The Adorned",2,20,Recipe,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Adorned,https://www.poewiki.net/wiki/The_Adorned,,,,,,,N/A,N/A,,,
"The Anima Stone",2,1,Recipe,,Jewel,"Prismatic Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Anima_Stone,https://www.poewiki.net/wiki/The_Anima_Stone,,,,,,,N/A,N/A,,,
"The Annihilating Light",4,45,Uber,,Staff,Quarterstaff,,2x4,,1,,,,https://poedb.tw/us/The_Annihilating_Light,https://www.poewiki.net/wiki/The_Annihilating_Light,,,,,,,N/A,N/A,,,
"The Anticipation",3,64,League,,Shield,"Ezomyte Tower Shield",,2x4,,1,,,,https://poedb.tw/us/The_Anticipation,https://www.poewiki.net/wiki/The_Anticipation,,,,,,,N/A,N/A,,,
"The Anvil",5,45,T5,,Amulet,"Amber Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Anvil,https://www.poewiki.net/wiki/The_Anvil,,,,,,,N/A,N/A,,,
"The Apostate",2,35,Uber,,"Body Armour","Cabalist Regalia",,2x3,,1,,,,https://poedb.tw/us/The_Apostate,https://www.poewiki.net/wiki/The_Apostate,,,,,,,N/A,N/A,,,
"The Aylardex",4,32,T4,,Amulet,"Agate Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Aylardex,https://www.poewiki.net/wiki/The_Aylardex,,,,,,,N/A,N/A,,,
"The Balance of Terror",2,20,League,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Balance_of_Terror,https://www.poewiki.net/wiki/The_Balance_of_Terror,,,,,,,N/A,N/A,,,
"The Baron",4,26,T4,,Helmet,"Close Helmet",,2x2,,1,,,,https://poedb.tw/us/The_Baron,https://www.poewiki.net/wiki/The_Baron,,,,,,,N/A,N/A,,,
"The Battle Within",3,60,T3,,Tincture,"Oakbranch Tincture",,1x2,,1,,,,https://poedb.tw/us/The_Battle_Within,https://www.poewiki.net/wiki/The_Battle_Within,,,,,,,N/A,N/A,,,
"The Beachhead",5,72,League,"Tier 15",Map,"Harbinger Map",,1x1,,1,,,,https://poedb.tw/us/The_Beachhead,https://www.poewiki.net/wiki/The_Beachhead,,,,,,,N/A,N/A,,,
"The Beachhead",5,72,League,"Tier 10",Map,"Harbinger Map",,1x1,,1,,,,https://poedb.tw/us/The_Beachhead,https://www.poewiki.net/wiki/The_Beachhead,,,,,,,N/A,N/A,,,
"The Beachhead",5,72,League,"Tier 5",Map,"Harbinger Map",,1x1,,1,,,,https://poedb.tw/us/The_Beachhead,https://www.poewiki.net/wiki/The_Beachhead,,,,,,,N/A,N/A,,,
"The Beast Fur Shawl",4,68,T4,,"Body Armour","Vaal Regalia",,2x3,,1,,,,https://poedb.tw/us/The_Beast_Fur_Shawl,https://www.poewiki.net/wiki/The_Beast_Fur_Shawl,,,,,,,N/A,N/A,,,
"The Black Cane",4,73,T4,,Mace,"Royal Sceptre",,2x3,,1,,,,https://poedb.tw/us/The_Black_Cane,https://www.poewiki.net/wiki/The_Black_Cane,,,,,,,N/A,N/A,,,
"The Blood Dance",3,44,T3,,Boots,"Sharkskin Boots",,2x2,,1,,,,https://poedb.tw/us/The_Blood_Dance,https://www.poewiki.net/wiki/The_Blood_Dance,,,,,,,N/A,N/A,,,
"The Blood Reaper",5,45,T5,,Axe,"Headsman Axe",,2x4,,1,,,,https://poedb.tw/us/The_Blood_Reaper,https://www.poewiki.net/wiki/The_Blood_Reaper,,,,,,,N/A,N/A,,,
"The Blood Thorn",5,4,T5,,Staff,"Gnarled Branch",,1x4,,1,,,,https://poedb.tw/us/The_Blood_Thorn,https://www.poewiki.net/wiki/The_Blood_Thorn,,,,,,,N/A,N/A,,,
"The Blue Dream",2,20,League,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Blue_Dream,https://www.poewiki.net/wiki/The_Blue_Dream,,,,,,,N/A,N/A,,,
"The Blue Nightmare",1,20,League,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Blue_Nightmare,https://www.poewiki.net/wiki/The_Blue_Nightmare,,,,,,,N/A,N/A,,,
"The Brass Dome",2,77,T2,,"Body Armour","Gladiator Plate",,2x3,,1,,,,https://poedb.tw/us/The_Brass_Dome,https://www.poewiki.net/wiki/The_Brass_Dome,,,,,,,N/A,N/A,,,
"The Brine Crown",1,63,T1,,Helmet,"Prophet Crown",,2x2,,1,,,,https://poedb.tw/us/The_Brine_Crown,https://www.poewiki.net/wiki/The_Brine_Crown,,,,,,,N/A,N/A,,,
"The Bringer of Rain",3,67,T3,,Helmet,"Nightmare Bascinet",,2x2,,1,,,,https://poedb.tw/us/The_Bringer_of_Rain,https://www.poewiki.net/wiki/The_Bringer_of_Rain,,,,,,,N/A,N/A,,,
"The Broken Crown",5,63,T5,,Helmet,"Prophet Crown",,2x2,,1,,,,https://poedb.tw/us/The_Broken_Crown,https://www.poewiki.net/wiki/The_Broken_Crown,,,,,,,N/A,N/A,,,
"The Burden of Shadows",5,58,League,,Staff,"Primordial Staff",,2x4,,1,,,,https://poedb.tw/us/The_Burden_of_Shadows,https://www.poewiki.net/wiki/The_Burden_of_Shadows,,,,,,,N/A,N/A,,,
"The Burden of Truth",3,73,Pinnacle,,Belt,"Crystal Belt",,2x1,,1,,,,https://poedb.tw/us/The_Burden_of_Truth,https://www.poewiki.net/wiki/The_Burden_of_Truth,,,,,,,N/A,N/A,,,
"The Celestial Brace",2,53,Uber,,Gloves,"Goliath Gauntlets",,2x2,,1,,,,https://poedb.tw/us/The_Celestial_Brace,https://www.poewiki.net/wiki/The_Celestial_Brace,,,,,,,N/A,N/A,,,
"The Coming Calamity",4,53,T4,,"Body Armour","Destroyer Regalia",,2x3,,1,,,,https://poedb.tw/us/The_Coming_Calamity,https://www.poewiki.net/wiki/The_Coming_Calamity,,,,,,,N/A,N/A,,,
"The Consuming Dark",4,53,T4,,Dagger,"Fiend Dagger",,1x3,,1,,,,https://poedb.tw/us/The_Consuming_Dark,https://www.poewiki.net/wiki/The_Consuming_Dark,,,,,,,N/A,N/A,,,
"The Covenant",2,49,T2,,"Body Armour","Spidersilk Robe",,2x3,,1,,,,https://poedb.tw/us/The_Covenant,https://www.poewiki.net/wiki/The_Covenant,,,,,,,N/A,N/A,,,
"The Coward's Trial",5,60,T5,,Map,"Cursed Crypt Map",,1x1,,1,,,,https://poedb.tw/us/The_Cowards_Trial,https://www.poewiki.net/wiki/The_Coward%27s_Trial,,,,,,,N/A,N/A,,,
"The Crimson Storm",3,57,League,,Bow,"Steelwood Bow",veiled,2x4,,1,,,,https://poedb.tw/us/The_Crimson_Storm,https://www.poewiki.net/wiki/The_Crimson_Storm,,,,,,,N/A,N/A,,,
"The Dancing Dervish",4,59,T4,,Sword,"Reaver Sword",,2x4,,1,,,,https://poedb.tw/us/The_Dancing_Dervish,https://www.poewiki.net/wiki/The_Dancing_Dervish,,,,,,,N/A,N/A,,,
"The Dark Seer",1,32,Boss,,Mace,"Shadow Sceptre",,2x3,,1,,,,https://poedb.tw/us/The_Dark_Seer,https://www.poewiki.net/wiki/The_Dark_Seer,,,,,,,N/A,N/A,,,
"The Deep One's Hide",5,20,T5,,Shield,"Studded Round Shield",,2x3,,1,,,,https://poedb.tw/us/The_Deep_Ones_Hide,https://www.poewiki.net/wiki/The_Deep_One%27s_Hide,,,,,,,N/A,N/A,,,
"The Devourer of Minds",2,63,Uber,,Helmet,"Pig-Faced Bascinet",,2x2,,1,,,,https://poedb.tw/us/The_Devourer_of_Minds,https://www.poewiki.net/wiki/The_Devourer_of_Minds,,,,,,,N/A,N/A,,,
"The Devouring Diadem",2,54,League,,Helmet,"Necromancer Circlet",veiled,2x2,,1,,,,https://poedb.tw/us/The_Devouring_Diadem,https://www.poewiki.net/wiki/The_Devouring_Diadem,,,,,,,N/A,N/A,,,
"The Druggery",5,60,T5,,Belt,"Cloth Belt",,2x1,,1,,,,https://poedb.tw/us/The_Druggery,https://www.poewiki.net/wiki/The_Druggery,,,,,,,N/A,N/A,,,
"The Embalmer",5,50,T5,,Gloves,"Carnal Mitts",,2x2,,1,,,,https://poedb.tw/us/The_Embalmer,https://www.poewiki.net/wiki/The_Embalmer,,,,,,,N/A,N/A,,,
"The Enmity Divine",3,66,League,,Staff,"Imperial Staff",,2x4,,1,,,,https://poedb.tw/us/The_Enmity_Divine,https://www.poewiki.net/wiki/The_Enmity_Divine,,,,,,,N/A,N/A,,,
"The Ephemeral Bond",5,75,T5,,Amulet,"Lapis Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Ephemeral_Bond,https://www.poewiki.net/wiki/The_Ephemeral_Bond,,,,,,,N/A,N/A,,,
"The Eternal Apple",5,49,T5,,Shield,"Chiming Spirit Shield",,2x2,,1,,,,https://poedb.tw/us/The_Eternal_Apple,https://www.poewiki.net/wiki/The_Eternal_Apple,,,,,,,N/A,N/A,,,
"The Eternal Struggle",3,25,Boss,,Amulet,"Onyx Amulet",searingtangled,1x1,,1,,,,https://poedb.tw/us/The_Eternal_Struggle,https://www.poewiki.net/wiki/The_Eternal_Struggle,,,,,,,N/A,N/A,,,
"The Eternity Shroud",2,65,Uber,,"Body Armour","Blood Raiment",eldershaper,2x3,,1,,,,https://poedb.tw/us/The_Eternity_Shroud,https://www.poewiki.net/wiki/The_Eternity_Shroud,,,,,,,N/A,N/A,,,
"The Felbog Fang",4,20,League,,Amulet,"Citrine Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Felbog_Fang,https://www.poewiki.net/wiki/The_Felbog_Fang,,,,,,,N/A,N/A,,,
"The Flawed Refuge",4,39,League,,Shield,"Maple Round Shield",,2x3,,1,,,,https://poedb.tw/us/The_Flawed_Refuge,https://www.poewiki.net/wiki/The_Flawed_Refuge,,,,,,,N/A,N/A,,,
"The Fledgling",4,51,League,,Helmet,"Lacquered Helmet",,2x2,,1,,,,https://poedb.tw/us/The_Fledgling,https://www.poewiki.net/wiki/The_Fledgling,,,,,,,N/A,N/A,,,
"The Flow Untethered",3,20,League,,Belt,"Cloth Belt",,2x1,,1,,,,https://poedb.tw/us/The_Flow_Untethered,https://www.poewiki.net/wiki/The_Flow_Untethered,,,,,,,N/A,N/A,,,
"The Formless Flame",3,65,League,,Helmet,"Royal Burgonet",,2x2,,1,,,,https://poedb.tw/us/The_Formless_Flame,https://www.poewiki.net/wiki/The_Formless_Flame,,,,,,,N/A,N/A,,,
"The Formless Inferno",2,65,League,,Helmet,"Royal Burgonet",,2x2,,1,,,,https://poedb.tw/us/The_Formless_Inferno,https://www.poewiki.net/wiki/The_Formless_Inferno,,,,,,,N/A,N/A,,,
"The Fourth Vow",2,55,T2,,"Body Armour","Devout Chainmail",,2x3,,1,,,,https://poedb.tw/us/The_Fourth_Vow,https://www.poewiki.net/wiki/The_Fourth_Vow,,,,,,,N/A,N/A,,,
"The Fracturing Spinner",3,31,League,,Quiver,"Blunt Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/The_Fracturing_Spinner,https://www.poewiki.net/wiki/The_Fracturing_Spinner,,,,,,,N/A,N/A,,,
"The Front Line",3,1,League,,Jewel,"Small Cluster Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Front_Line,https://www.poewiki.net/wiki/The_Front_Line,,,,,,,N/A,N/A,,,
"The Fulcrum",3,60,League,,Staff,"Ezomyte Staff",,2x4,,1,,,,https://poedb.tw/us/The_Fulcrum,https://www.poewiki.net/wiki/The_Fulcrum,,,,,,,N/A,N/A,,,
"The Ghastly Theatre",4,58,T4,,Shield,"Teak Round Shield",,2x3,,1,,,,https://poedb.tw/us/The_Ghastly_Theatre,https://www.poewiki.net/wiki/The_Ghastly_Theatre,,,,,,,N/A,N/A,,,
"The Gluttonous Tide",4,58,Pinnacle,,Bow,"Citadel Bow",,2x4,,1,,,,https://poedb.tw/us/The_Gluttonous_Tide,https://www.poewiki.net/wiki/The_Gluttonous_Tide,,,,,,,N/A,N/A,,,
"The Goddess Bound",4,7,T4,,Sword,"Whalebone Rapier",,1x4,,1,,,,https://poedb.tw/us/The_Goddess_Bound,https://www.poewiki.net/wiki/The_Goddess_Bound,,,,,,,N/A,N/A,,,
"The Goddess Scorned",2,28,Recipe,,Sword,"Elegant Sword",,2x3,,1,,,,https://poedb.tw/us/The_Goddess_Scorned,https://www.poewiki.net/wiki/The_Goddess_Scorned,,,,,,,N/A,N/A,,,
"The Golden Rule",3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Golden_Rule,https://www.poewiki.net/wiki/The_Golden_Rule,,,,,,,N/A,N/A,,,
"The Green Dream",2,20,League,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Green_Dream,https://www.poewiki.net/wiki/The_Green_Dream,,,,,,,N/A,N/A,,,
"The Green Nightmare",1,20,League,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Green_Nightmare,https://www.poewiki.net/wiki/The_Green_Nightmare,,,,,,,N/A,N/A,,,
"The Grey Spire",3,68,T3,,Staff,"Judgement Staff",,2x4,,1,,,,https://poedb.tw/us/The_Grey_Spire,https://www.poewiki.net/wiki/The_Grey_Spire,,,,,,,N/A,N/A,,,
"The Gull",2,38,T2,,Helmet,"Raven Mask",,2x2,,1,,,,https://poedb.tw/us/The_Gull,https://www.poewiki.net/wiki/The_Gull,,,,,,,N/A,N/A,,,
"The Halcyon",3,35,League,,Amulet,"Jade Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Halcyon,https://www.poewiki.net/wiki/The_Halcyon,,,,,,,N/A,N/A,,,
"The Hand of Phrecia",3,32,T3,,Gloves,"Mesh Gloves",,2x2,,1,,,,https://poedb.tw/us/The_Hand_of_Phrecia,https://www.poewiki.net/wiki/The_Hand_of_Phrecia,,,,,,,N/A,N/A,,,
"The Harvest",4,37,T4,,Axe,"Jasper Chopper",,2x4,,1,,,,https://poedb.tw/us/The_Harvest,https://www.poewiki.net/wiki/The_Harvest,,,,,,,N/A,N/A,,,
"The Hateful Accuser",5,68,League,,Ring,"Nameless Ring",,1x1,,1,,,,https://poedb.tw/us/The_Hateful_Accuser,https://www.poewiki.net/wiki/The_Hateful_Accuser,,,,,,,N/A,N/A,,,
"The Hidden Blade",3,60,League,,Dagger,Ambusher,,1x3,,1,,,,https://poedb.tw/us/The_Hidden_Blade,https://www.poewiki.net/wiki/The_Hidden_Blade,,,,,,,N/A,N/A,,,
"The Highwayman",5,55,T5,,Ring,"Gold Ring",,1x1,,1,,,,https://poedb.tw/us/The_Highwayman,https://www.poewiki.net/wiki/The_Highwayman,,,,,,,N/A,N/A,,,
"The Hungry Loop",3,70,T3,,Ring,"Unset Ring",,1x1,,1,,,,https://poedb.tw/us/The_Hungry_Loop,https://www.poewiki.net/wiki/The_Hungry_Loop,,,,,,,N/A,N/A,,,
"The Ignomon",5,15,T5,,Amulet,"Gold Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Ignomon,https://www.poewiki.net/wiki/The_Ignomon,,,,,,,N/A,N/A,,,
"The Immortal Will",2,68,League,,Shield,"Archon Kite Shield",,2x3,,1,,,,https://poedb.tw/us/The_Immortal_Will,https://www.poewiki.net/wiki/The_Immortal_Will,,,,,,,N/A,N/A,,,
"The Infinite Pursuit",3,68,League,,Boots,"Titan Greaves",,2x2,,1,,,,https://poedb.tw/us/The_Infinite_Pursuit,https://www.poewiki.net/wiki/The_Infinite_Pursuit,,,,,,,N/A,N/A,,,
"The Interrogation",3,1,League,,Jewel,"Small Cluster Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Interrogation,https://www.poewiki.net/wiki/The_Interrogation,,,,,,,N/A,N/A,,,
"The Iron Fortress",2,59,T2,,"Body Armour","Crusader Plate",,2x3,,1,,,,https://poedb.tw/us/The_Iron_Fortress,https://www.poewiki.net/wiki/The_Iron_Fortress,,,,,,,N/A,N/A,,,
"The Iron Mass",3,60,League,,Sword,Gladius,,2x3,,1,,,,https://poedb.tw/us/The_Iron_Mass,https://www.poewiki.net/wiki/The_Iron_Mass,,,,,,,N/A,N/A,,,
"The Ivory Tower",3,73,T3,,"Body Armour","Saint's Hauberk",,2x3,,1,,,,https://poedb.tw/us/The_Ivory_Tower,https://www.poewiki.net/wiki/The_Ivory_Tower,,,,,,,N/A,N/A,,,
"The Jinxed Juju",3,48,T3,,Amulet,"Citrine Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Jinxed_Juju,https://www.poewiki.net/wiki/The_Jinxed_Juju,,,,,,,N/A,N/A,,,
"The Light of Meaning",5,1,League,,Jewel,"Prismatic Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Light_of_Meaning,https://www.poewiki.net/wiki/The_Light_of_Meaning,,,,,,,N/A,N/A,,,
"The Magnate",2,20,T2,,Belt,"Studded Belt",,2x1,,1,,,,https://poedb.tw/us/The_Magnate,https://www.poewiki.net/wiki/The_Magnate,,,,,,,N/A,N/A,,,
"The Oppressor",5,70,T5,,Shield,"Elegant Round Shield",,2x3,,1,,,,https://poedb.tw/us/The_Oppressor,https://www.poewiki.net/wiki/The_Oppressor,,,,,,,N/A,N/A,,,
"The Overflowing Chalice",4,27,T4,,Flask,"Sulphur Flask",,1x2,,1,,,,https://poedb.tw/us/The_Overflowing_Chalice,https://www.poewiki.net/wiki/The_Overflowing_Chalice,,,,,,,N/A,N/A,,,
"The Pandemonius",2,7,League,,Amulet,"Jade Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Pandemonius,https://www.poewiki.net/wiki/The_Pandemonius,,,,,,,N/A,N/A,,,
"The Pariah",2,45,League,,Ring,"Unset Ring",,1x1,,1,,,,https://poedb.tw/us/The_Pariah,https://www.poewiki.net/wiki/The_Pariah,,,,,,,N/A,N/A,,,
"The Perfect Form",2,65,League,,"Body Armour","Zodiac Leather",,2x3,,1,,,,https://poedb.tw/us/The_Perfect_Form,https://www.poewiki.net/wiki/The_Perfect_Form,,,,,,,N/A,N/A,,,
"The Poet's Pen",2,12,T2,,Wand,"Carved Wand",,1x3,,1,,,,https://poedb.tw/us/The_Poets_Pen,https://www.poewiki.net/wiki/The_Poet%27s_Pen,,,,,,,N/A,N/A,,,
"The Poised Prism",4,66,T4,,Quiver,"Primal Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/The_Poised_Prism,https://www.poewiki.net/wiki/The_Poised_Prism,,,,,,,N/A,N/A,,,
"The Primordial Chain",4,34,T4,,Amulet,"Coral Amulet",,1x1,,1,,,,https://poedb.tw/us/The_Primordial_Chain,https://www.poewiki.net/wiki/The_Primordial_Chain,,,,,,,N/A,N/A,,,
"The Princess",5,10,T5,,Sword,Sabre,,1x3,,1,,,,https://poedb.tw/us/The_Princess,https://www.poewiki.net/wiki/The_Princess,,,,,,,N/A,N/A,,,
"The Putrid Cloister",5,76,T5,,Map,"Museum Map",,1x1,,1,,,,https://poedb.tw/us/The_Putrid_Cloister,https://www.poewiki.net/wiki/The_Putrid_Cloister,,,,,,,N/A,N/A,,,
"The Queen's Hunger",2,68,League,,"Body Armour","Vaal Regalia",veiled,2x3,,1,,,,https://poedb.tw/us/The_Queens_Hunger,https://www.poewiki.net/wiki/The_Queen%27s_Hunger,,,,,,,N/A,N/A,,,
"The Queller of Minds",5,68,League,,Ring,"Nameless Ring",,1x1,,1,,,,https://poedb.tw/us/The_Queller_of_Minds,https://www.poewiki.net/wiki/The_Queller_of_Minds,,,,,,,N/A,N/A,,,
"The Rat Cage",3,56,T3,,"Body Armour","Sharkskin Tunic",,2x3,,1,,,,https://poedb.tw/us/The_Rat_Cage,https://www.poewiki.net/wiki/The_Rat_Cage,,,,,,,N/A,N/A,,,
"The Red Dream",2,20,League,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Red_Dream,https://www.poewiki.net/wiki/The_Red_Dream,,,,,,,N/A,N/A,,,
"The Red Nightmare",1,20,League,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Red_Nightmare,https://www.poewiki.net/wiki/The_Red_Nightmare,,,,,,,N/A,N/A,,,
"The Red Trail",2,68,League,,Boots,"Titan Greaves",,2x2,,1,,,,https://poedb.tw/us/The_Red_Trail,https://www.poewiki.net/wiki/The_Red_Trail,,,,,,,N/A,N/A,,,
"The Restless Ward",5,71,T5,,"Body Armour","Carnal Armour",,2x3,,1,,,,https://poedb.tw/us/The_Restless_Ward,https://www.poewiki.net/wiki/The_Restless_Ward,,,,,,,N/A,N/A,,,
"The Retch",2,2,Recipe,,Belt,"Rustic Sash",,2x1,,1,,,,https://poedb.tw/us/The_Retch,https://www.poewiki.net/wiki/The_Retch,,,,,,,N/A,N/A,,,
"The Rippling Thoughts",3,62,League,,Sword,"Legion Sword",,2x3,,1,,,,https://poedb.tw/us/The_Rippling_Thoughts,https://www.poewiki.net/wiki/The_Rippling_Thoughts,,,,,,,N/A,N/A,,,
"The Saviour",0,62,Uber,,Sword,"Legion Sword",,2x3,,1,,,,https://poedb.tw/us/The_Saviour,https://www.poewiki.net/wiki/The_Saviour,,,,,,,N/A,N/A,,,
"The Scales of Justice",3,49,League,,Shield,"Chiming Spirit Shield",,2x2,,1,,,,https://poedb.tw/us/The_Scales_of_Justice,https://www.poewiki.net/wiki/The_Scales_of_Justice,,,,,,,N/A,N/A,,,
"The Scourge",3,77,T3,,Claw,"Terror Claw",,2x2,,1,,,,https://poedb.tw/us/The_Scourge,https://www.poewiki.net/wiki/The_Scourge,,,,,,,N/A,N/A,,,
"The Screaming Eagle",5,6,T5,,Axe,"Jade Hatchet",,2x3,,1,,,,https://poedb.tw/us/The_Screaming_Eagle,https://www.poewiki.net/wiki/The_Screaming_Eagle,,,,,,,N/A,N/A,,,
"The Searing Touch",3,62,T3,,Staff,Lathi,,2x4,,1,,,,https://poedb.tw/us/The_Searing_Touch,https://www.poewiki.net/wiki/The_Searing_Touch,,,,,,,N/A,N/A,,,
"The Selfish Shepherd",5,68,League,,Ring,"Nameless Ring",,1x1,,1,,,,https://poedb.tw/us/The_Selfish_Shepherd,https://www.poewiki.net/wiki/The_Selfish_Shepherd,,,,,,,N/A,N/A,,,
"The Shattered Divinity",2,31,League,,Quiver,"Blunt Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/The_Shattered_Divinity,https://www.poewiki.net/wiki/The_Shattered_Divinity,,,,,,,N/A,N/A,,,
"The Siege",3,1,League,,Jewel,"Small Cluster Jewel",,1x1,,1,,,,https://poedb.tw/us/The_Siege,https://www.poewiki.net/wiki/The_Siege,,,,,,,N/A,N/A,,,
"The Snowblind Grace",3,65,League,,"Body Armour","Zodiac Leather",,2x3,,1,,,,https://poedb.tw/us/The_Snowblind_Grace,https://www.poewiki.net/wiki/The_Snowblind_Grace,,,,,,,N/A,N/A,,,
"The Sorrow of the Divine",4,27,T4,,Flask,"Sulphur Flask",,1x2,,1,,,,https://poedb.tw/us/The_Sorrow_of_the_Divine,https://www.poewiki.net/wiki/The_Sorrow_of_the_Divine,,,,,,,N/A,N/A,,,
"The Squire",0,70,T0,,Shield,"Elegant Round Shield",,2x3,,1,,,,https://poedb.tw/us/The_Squire,https://www.poewiki.net/wiki/The_Squire,,,,,,,N/A,N/A,,,
"The Stampede",4,63,League,,Boots,"Assassin's Boots",,2x2,,1,,,,https://poedb.tw/us/The_Stampede,https://www.poewiki.net/wiki/The_Stampede,,,,,,,N/A,N/A,,,
"The Stormheart",5,28,T5,,Staff,"Royal Staff",,2x4,,1,,,,https://poedb.tw/us/The_Stormheart,https://www.poewiki.net/wiki/The_Stormheart,,,,,,,N/A,N/A,,,
"The Supreme Truth",3,41,T3,,Mace,"Crystal Sceptre",,2x3,,1,,,,https://poedb.tw/us/The_Supreme_Truth,https://www.poewiki.net/wiki/The_Supreme_Truth,,,,,,,N/A,N/A,,,
